Date of analysis,Country,Total country population,Level 1,Area,Validity period,From,To,Phase,Number,Percentage
4/1/2023,COD,109569000,Tanganyika,Moba,projected,1/1/2023,6/30/2023,3,177528,0.25
4/1/2023,COD,109569000,Tanganyika,Moba,projected,1/1/2023,6/30/2023,4,71011,0.1
4/1/2023,COD,109569000,Tanganyika,Moba,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Kasaï Oriental,Mbuji-mayi,projected,1/1/2023,6/30/2023,all,2592716,1
4/1/2023,COD,109569000,Kasaï Oriental,Mbuji-mayi,projected,1/1/2023,6/30/2023,3+,777814,0.3
4/1/2023,COD,109569000,Kasaï Oriental,Mbuji-mayi,projected,1/1/2023,6/30/2023,1,777814,0.3
4/1/2023,COD,109569000,Kasaï Oriental,Mbuji-mayi,projected,1/1/2023,6/30/2023,2,1037086,0.4
4/1/2023,COD,109569000,Kasaï Oriental,Mbuji-mayi,projected,1/1/2023,6/30/2023,3,777814,0.3
4/1/2023,COD,109569000,Kasaï Oriental,Mbuji-mayi,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Kasaï Oriental,Mbuji-mayi,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Kasaï Oriental,Miabi,projected,1/1/2023,6/30/2023,all,289561,1
4/1/2023,COD,109569000,Kasaï Oriental,Miabi,projected,1/1/2023,6/30/2023,3+,86868,0.3
4/1/2023,COD,109569000,Kasaï Oriental,Miabi,projected,1/1/2023,6/30/2023,1,57912,0.2
4/1/2023,COD,109569000,Kasaï Oriental,Miabi,projected,1/1/2023,6/30/2023,2,144780,0.5
4/1/2023,COD,109569000,Kasaï Oriental,Miabi,projected,1/1/2023,6/30/2023,3,86868,0.3
4/1/2023,COD,109569000,Kasaï Oriental,Miabi,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Kasaï Oriental,Miabi,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Kasaï Oriental,Kabeya-kamwanga,projected,1/1/2023,6/30/2023,all,159390,1
4/1/2023,COD,109569000,Kasaï Oriental,Kabeya-kamwanga,projected,1/1/2023,6/30/2023,3+,63756,0.4
4/1/2023,COD,109569000,Kasaï Oriental,Kabeya-kamwanga,projected,1/1/2023,6/30/2023,1,31878,0.2
4/1/2023,COD,109569000,Kasaï Oriental,Kabeya-kamwanga,projected,1/1/2023,6/30/2023,2,63756,0.4
4/1/2023,COD,109569000,Kasaï Oriental,Kabeya-kamwanga,projected,1/1/2023,6/30/2023,3,63756,0.4
4/1/2023,COD,109569000,Kasaï Oriental,Kabeya-kamwanga,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Kasaï Oriental,Kabeya-kamwanga,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Kasaï Oriental,Katanda,projected,1/1/2023,6/30/2023,all,335956,1
4/1/2023,COD,109569000,Kasaï Oriental,Katanda,projected,1/1/2023,6/30/2023,3+,134382,0.4
4/1/2023,COD,109569000,Kasaï Oriental,Katanda,projected,1/1/2023,6/30/2023,1,67191,0.2
4/1/2023,COD,109569000,Kasaï Oriental,Katanda,projected,1/1/2023,6/30/2023,2,134382,0.4
4/1/2023,COD,109569000,Kasaï Oriental,Katanda,projected,1/1/2023,6/30/2023,3,134382,0.4
4/1/2023,COD,109569000,Kasaï Oriental,Katanda,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Kasaï Oriental,Katanda,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Kasaï Oriental,Lupatapata,projected,1/1/2023,6/30/2023,all,273286,1
4/1/2023,COD,109569000,Kasaï Oriental,Lupatapata,projected,1/1/2023,6/30/2023,3+,81985,0.3
4/1/2023,COD,109569000,Kasaï Oriental,Lupatapata,projected,1/1/2023,6/30/2023,1,68321,0.25
4/1/2023,COD,109569000,Kasaï Oriental,Lupatapata,projected,1/1/2023,6/30/2023,2,122978,0.45
4/1/2023,COD,109569000,Kasaï Oriental,Lupatapata,projected,1/1/2023,6/30/2023,3,81985,0.3
4/1/2023,COD,109569000,Kasaï Oriental,Lupatapata,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Kasaï Oriental,Lupatapata,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Kasaï Oriental,Tshilenge,projected,1/1/2023,6/30/2023,all,443916,1
4/1/2023,COD,109569000,Kasaï Oriental,Tshilenge,projected,1/1/2023,6/30/2023,3+,44391,0.1
4/1/2023,COD,109569000,Kasaï Oriental,Tshilenge,projected,1/1/2023,6/30/2023,1,110979,0.25
4/1/2023,COD,109569000,Kasaï Oriental,Tshilenge,projected,1/1/2023,6/30/2023,2,288545,0.65
4/1/2023,COD,109569000,Kasaï Oriental,Tshilenge,projected,1/1/2023,6/30/2023,3,44391,0.1
4/1/2023,COD,109569000,Kasaï Oriental,Tshilenge,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Kasaï Oriental,Tshilenge,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Sud Kivu,Bukavu,projected,1/1/2023,6/30/2023,all,1010716,1
4/1/2023,COD,109569000,Sud Kivu,Bukavu,projected,1/1/2023,6/30/2023,3+,50535,0.05
4/1/2023,COD,109569000,Sud Kivu,Bukavu,projected,1/1/2023,6/30/2023,1,353750,0.35
4/1/2023,COD,109569000,Sud Kivu,Bukavu,projected,1/1/2023,6/30/2023,2,606429,0.6
4/1/2023,COD,109569000,Sud Kivu,Bukavu,projected,1/1/2023,6/30/2023,3,50535,0.05
4/1/2023,COD,109569000,Sud Kivu,Bukavu,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Sud Kivu,Bukavu,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Sud Kivu,Fizi,projected,1/1/2023,6/30/2023,all,890845,1
4/1/2023,COD,109569000,Sud Kivu,Fizi,projected,1/1/2023,6/30/2023,3+,222711,0.25
4/1/2023,COD,109569000,Sud Kivu,Fizi,projected,1/1/2023,6/30/2023,1,178169,0.2
4/1/2023,COD,109569000,Sud Kivu,Fizi,projected,1/1/2023,6/30/2023,2,489964,0.55
4/1/2023,COD,109569000,Sud Kivu,Fizi,projected,1/1/2023,6/30/2023,3,178169,0.2
4/1/2023,COD,109569000,Sud Kivu,Fizi,projected,1/1/2023,6/30/2023,4,44542,0.05
4/1/2023,COD,109569000,Sud Kivu,Fizi,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Sud Kivu,Idjwi,projected,1/1/2023,6/30/2023,all,300491,1
4/1/2023,COD,109569000,Sud Kivu,Idjwi,projected,1/1/2023,6/30/2023,3+,30049,0.1
4/1/2023,COD,109569000,Sud Kivu,Idjwi,projected,1/1/2023,6/30/2023,1,90147,0.3
4/1/2023,COD,109569000,Sud Kivu,Idjwi,projected,1/1/2023,6/30/2023,2,180294,0.6
4/1/2023,COD,109569000,Sud Kivu,Idjwi,projected,1/1/2023,6/30/2023,3,30049,0.1
4/1/2023,COD,109569000,Sud Kivu,Idjwi,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Sud Kivu,Idjwi,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Sud Kivu,Kabare,projected,1/1/2023,6/30/2023,all,1096501,1
4/1/2023,COD,109569000,Sud Kivu,Kabare,projected,1/1/2023,6/30/2023,3+,164475,0.15
4/1/2023,COD,109569000,Sud Kivu,Kabare,projected,1/1/2023,6/30/2023,1,328950,0.3
4/1/2023,COD,109569000,Sud Kivu,Kabare,projected,1/1/2023,6/30/2023,2,603075,0.55
4/1/2023,COD,109569000,Sud Kivu,Kabare,projected,1/1/2023,6/30/2023,3,164475,0.15
4/1/2023,COD,109569000,Sud Kivu,Kabare,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Sud Kivu,Kabare,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Sud Kivu,Kalehe,projected,1/1/2023,6/30/2023,all,894165,1
4/1/2023,COD,109569000,Sud Kivu,Kalehe,projected,1/1/2023,6/30/2023,3+,223541,0.25
4/1/2023,COD,109569000,Sud Kivu,Kalehe,projected,1/1/2023,6/30/2023,1,223541,0.25
4/1/2023,COD,109569000,Sud Kivu,Kalehe,projected,1/1/2023,6/30/2023,2,447082,0.5
4/1/2023,COD,109569000,Sud Kivu,Kalehe,projected,1/1/2023,6/30/2023,3,178833,0.2
4/1/2023,COD,109569000,Sud Kivu,Kalehe,projected,1/1/2023,6/30/2023,4,44708,0.05
4/1/2023,COD,109569000,Sud Kivu,Kalehe,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Sud Kivu,Mwenga,projected,1/1/2023,6/30/2023,all,793979,1
4/1/2023,COD,109569000,Sud Kivu,Mwenga,projected,1/1/2023,6/30/2023,3+,119096,0.15
4/1/2023,COD,109569000,Sud Kivu,Mwenga,projected,1/1/2023,6/30/2023,1,198494,0.25
4/1/2023,COD,109569000,Sud Kivu,Mwenga,projected,1/1/2023,6/30/2023,2,476387,0.6
4/1/2023,COD,109569000,Sud Kivu,Mwenga,projected,1/1/2023,6/30/2023,3,119096,0.15
4/1/2023,COD,109569000,Sud Kivu,Mwenga,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Sud Kivu,Mwenga,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Sud Kivu,Shabunda,projected,1/1/2023,6/30/2023,all,713073,1
4/1/2023,COD,109569000,Sud Kivu,Shabunda,projected,1/1/2023,6/30/2023,3+,142613,0.2
4/1/2023,COD,109569000,Sud Kivu,Shabunda,projected,1/1/2023,6/30/2023,1,142614,0.2
4/1/2023,COD,109569000,Sud Kivu,Shabunda,projected,1/1/2023,6/30/2023,2,427843,0.6
4/1/2023,COD,109569000,Sud Kivu,Shabunda,projected,1/1/2023,6/30/2023,3,106960,0.15
4/1/2023,COD,109569000,Sud Kivu,Shabunda,projected,1/1/2023,6/30/2023,4,35653,0.05
4/1/2023,COD,109569000,Sud Kivu,Shabunda,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Sud Kivu,Uvira,projected,1/1/2023,6/30/2023,all,545155,1
4/1/2023,COD,109569000,Sud Kivu,Uvira,projected,1/1/2023,6/30/2023,3+,81773,0.15
4/1/2023,COD,109569000,Sud Kivu,Uvira,projected,1/1/2023,6/30/2023,1,163546,0.3
4/1/2023,COD,109569000,Sud Kivu,Uvira,projected,1/1/2023,6/30/2023,2,299835,0.55
4/1/2023,COD,109569000,Sud Kivu,Uvira,projected,1/1/2023,6/30/2023,3,81773,0.15
4/1/2023,COD,109569000,Sud Kivu,Uvira,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Sud Kivu,Uvira,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Sud Kivu,Walungu,projected,1/1/2023,6/30/2023,all,806648,1
4/1/2023,COD,109569000,Sud Kivu,Walungu,projected,1/1/2023,6/30/2023,3+,120997,0.15
4/1/2023,COD,109569000,Sud Kivu,Walungu,projected,1/1/2023,6/30/2023,1,241994,0.3
4/1/2023,COD,109569000,Sud Kivu,Walungu,projected,1/1/2023,6/30/2023,2,443656,0.55
4/1/2023,COD,109569000,Sud Kivu,Walungu,projected,1/1/2023,6/30/2023,3,120997,0.15
4/1/2023,COD,109569000,Sud Kivu,Walungu,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Sud Kivu,Walungu,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Nord-Ubangi,Bosobolo,projected,1/1/2023,6/30/2023,all,386554,1
4/1/2023,COD,109569000,Nord-Ubangi,Bosobolo,projected,1/1/2023,6/30/2023,3+,77310,0.2
4/1/2023,COD,109569000,Nord-Ubangi,Bosobolo,projected,1/1/2023,6/30/2023,1,115966,0.3
4/1/2023,COD,109569000,Nord-Ubangi,Bosobolo,projected,1/1/2023,6/30/2023,2,193277,0.5
4/1/2023,COD,109569000,Nord-Ubangi,Bosobolo,projected,1/1/2023,6/30/2023,3,57983,0.15
4/1/2023,COD,109569000,Nord-Ubangi,Bosobolo,projected,1/1/2023,6/30/2023,4,19327,0.05
4/1/2023,COD,109569000,Nord-Ubangi,Bosobolo,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Nord-Ubangi,Businga,projected,1/1/2023,6/30/2023,all,558185,1
4/1/2023,COD,109569000,Nord-Ubangi,Businga,projected,1/1/2023,6/30/2023,3+,111636,0.2
4/1/2023,COD,109569000,Nord-Ubangi,Businga,projected,1/1/2023,6/30/2023,1,251183,0.45
4/1/2023,COD,109569000,Nord-Ubangi,Businga,projected,1/1/2023,6/30/2023,2,195364,0.35
4/1/2023,COD,109569000,Nord-Ubangi,Businga,projected,1/1/2023,6/30/2023,3,83727,0.15
4/1/2023,COD,109569000,Nord-Ubangi,Businga,projected,1/1/2023,6/30/2023,4,27909,0.05
4/1/2023,COD,109569000,Nord-Ubangi,Businga,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Nord-Ubangi,Mobayi-Mbongo,projected,1/1/2023,6/30/2023,all,124088,1
4/1/2023,COD,109569000,Nord-Ubangi,Mobayi-Mbongo,projected,1/1/2023,6/30/2023,3+,31021,0.25
4/1/2023,COD,109569000,Nord-Ubangi,Mobayi-Mbongo,projected,1/1/2023,6/30/2023,1,55839,0.45
4/1/2023,COD,109569000,Nord-Ubangi,Mobayi-Mbongo,projected,1/1/2023,6/30/2023,2,37226,0.3
4/1/2023,COD,109569000,Nord-Ubangi,Mobayi-Mbongo,projected,1/1/2023,6/30/2023,3,24817,0.2
4/1/2023,COD,109569000,Nord-Ubangi,Mobayi-Mbongo,projected,1/1/2023,6/30/2023,4,6204,0.05
4/1/2023,COD,109569000,Nord-Ubangi,Mobayi-Mbongo,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Nord-Ubangi,Ville de Gbadolite,projected,1/1/2023,6/30/2023,all,160105,1
4/1/2023,COD,109569000,Nord-Ubangi,Ville de Gbadolite,projected,1/1/2023,6/30/2023,3+,24015,0.15
4/1/2023,COD,109569000,Nord-Ubangi,Ville de Gbadolite,projected,1/1/2023,6/30/2023,1,48031,0.3
4/1/2023,COD,109569000,Nord-Ubangi,Ville de Gbadolite,projected,1/1/2023,6/30/2023,2,88057,0.55
4/1/2023,COD,109569000,Nord-Ubangi,Ville de Gbadolite,projected,1/1/2023,6/30/2023,3,16010,0.1
4/1/2023,COD,109569000,Nord-Ubangi,Ville de Gbadolite,projected,1/1/2023,6/30/2023,4,8005,0.05
4/1/2023,COD,109569000,Nord-Ubangi,Ville de Gbadolite,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Nord-Ubangi,Yakoma,projected,1/1/2023,6/30/2023,all,364184,1
4/1/2023,COD,109569000,Nord-Ubangi,Yakoma,projected,1/1/2023,6/30/2023,3+,54627,0.15
4/1/2023,COD,109569000,Nord-Ubangi,Yakoma,projected,1/1/2023,6/30/2023,1,145673,0.4
4/1/2023,COD,109569000,Nord-Ubangi,Yakoma,projected,1/1/2023,6/30/2023,2,163882,0.45
4/1/2023,COD,109569000,Nord-Ubangi,Yakoma,projected,1/1/2023,6/30/2023,3,36418,0.1
4/1/2023,COD,109569000,Nord-Ubangi,Yakoma,projected,1/1/2023,6/30/2023,4,18209,0.05
4/1/2023,COD,109569000,Nord-Ubangi,Yakoma,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Haut Uélé,Faradje,projected,1/1/2023,6/30/2023,all,473619,1
4/1/2023,COD,109569000,Haut Uélé,Faradje,projected,1/1/2023,6/30/2023,3+,71042,0.15
4/1/2023,COD,109569000,Haut Uélé,Faradje,projected,1/1/2023,6/30/2023,1,165766,0.35
4/1/2023,COD,109569000,Haut Uélé,Faradje,projected,1/1/2023,6/30/2023,2,236809,0.5
4/1/2023,COD,109569000,Haut Uélé,Faradje,projected,1/1/2023,6/30/2023,3,71042,0.15
4/1/2023,COD,109569000,Haut Uélé,Faradje,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Haut Uélé,Faradje,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Haut Uélé,Dungu,projected,1/1/2023,6/30/2023,all,251978,1
4/1/2023,COD,109569000,Haut Uélé,Dungu,projected,1/1/2023,6/30/2023,3+,50395,0.2
4/1/2023,COD,109569000,Haut Uélé,Dungu,projected,1/1/2023,6/30/2023,1,62994,0.25
4/1/2023,COD,109569000,Haut Uélé,Dungu,projected,1/1/2023,6/30/2023,2,138587,0.55
4/1/2023,COD,109569000,Haut Uélé,Dungu,projected,1/1/2023,6/30/2023,3,50395,0.2
4/1/2023,COD,109569000,Haut Uélé,Dungu,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Haut Uélé,Dungu,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Haut Uélé,Niangara,projected,1/1/2023,6/30/2023,all,148434,1
4/1/2023,COD,109569000,Haut Uélé,Niangara,projected,1/1/2023,6/30/2023,3+,37108,0.25
4/1/2023,COD,109569000,Haut Uélé,Niangara,projected,1/1/2023,6/30/2023,1,44530,0.3
4/1/2023,COD,109569000,Haut Uélé,Niangara,projected,1/1/2023,6/30/2023,2,66795,0.45
4/1/2023,COD,109569000,Haut Uélé,Niangara,projected,1/1/2023,6/30/2023,3,37108,0.25
4/1/2023,COD,109569000,Haut Uélé,Niangara,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Haut Uélé,Niangara,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Haut Uélé,Rungu,projected,1/1/2023,6/30/2023,all,453276,1
4/1/2023,COD,109569000,Haut Uélé,Rungu,projected,1/1/2023,6/30/2023,3+,67991,0.15
4/1/2023,COD,109569000,Haut Uélé,Rungu,projected,1/1/2023,6/30/2023,1,158646,0.35
4/1/2023,COD,109569000,Haut Uélé,Rungu,projected,1/1/2023,6/30/2023,2,226638,0.5
4/1/2023,COD,109569000,Haut Uélé,Rungu,projected,1/1/2023,6/30/2023,3,67991,0.15
4/1/2023,COD,109569000,Haut Uélé,Rungu,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Haut Uélé,Rungu,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Haut Uélé,Wamba,projected,1/1/2023,6/30/2023,all,531266,1
4/1/2023,COD,109569000,Haut Uélé,Wamba,projected,1/1/2023,6/30/2023,3+,79689,0.15
4/1/2023,COD,109569000,Haut Uélé,Wamba,projected,1/1/2023,6/30/2023,1,132816,0.25
4/1/2023,COD,109569000,Haut Uélé,Wamba,projected,1/1/2023,6/30/2023,2,318759,0.6
4/1/2023,COD,109569000,Haut Uélé,Wamba,projected,1/1/2023,6/30/2023,3,79689,0.15
4/1/2023,COD,109569000,Haut Uélé,Wamba,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Haut Uélé,Wamba,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Haut Uélé,Watsa,projected,1/1/2023,6/30/2023,all,365061,1
4/1/2023,COD,109569000,Haut Uélé,Watsa,projected,1/1/2023,6/30/2023,3+,91265,0.25
4/1/2023,COD,109569000,Haut Uélé,Watsa,projected,1/1/2023,6/30/2023,1,109518,0.3
4/1/2023,COD,109569000,Haut Uélé,Watsa,projected,1/1/2023,6/30/2023,2,164277,0.45
4/1/2023,COD,109569000,Haut Uélé,Watsa,projected,1/1/2023,6/30/2023,3,91265,0.25
4/1/2023,COD,109569000,Haut Uélé,Watsa,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Haut Uélé,Watsa,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Maniema,Kabambare,projected,1/1/2023,6/30/2023,all,542275,1
4/1/2023,COD,109569000,Maniema,Kabambare,projected,1/1/2023,6/30/2023,3+,189795,0.35
4/1/2023,COD,109569000,Maniema,Kabambare,projected,1/1/2023,6/30/2023,1,108455,0.2
4/1/2023,COD,109569000,Maniema,Kabambare,projected,1/1/2023,6/30/2023,2,244023,0.45
4/1/2023,COD,109569000,Maniema,Kabambare,projected,1/1/2023,6/30/2023,3,162682,0.3
4/1/2023,COD,109569000,Maniema,Kabambare,projected,1/1/2023,6/30/2023,4,27113,0.05
4/1/2023,COD,109569000,Maniema,Kabambare,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Maniema,Kailo,projected,1/1/2023,6/30/2023,all,178940,1
4/1/2023,COD,109569000,Maniema,Kailo,projected,1/1/2023,6/30/2023,3+,44735,0.25
4/1/2023,COD,109569000,Maniema,Kailo,projected,1/1/2023,6/30/2023,1,62628,0.35
4/1/2023,COD,109569000,Maniema,Kailo,projected,1/1/2023,6/30/2023,2,71576,0.4
4/1/2023,COD,109569000,Maniema,Kailo,projected,1/1/2023,6/30/2023,3,35788,0.2
4/1/2023,COD,109569000,Maniema,Kailo,projected,1/1/2023,6/30/2023,4,8947,0.05
4/1/2023,COD,109569000,Maniema,Kailo,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Maniema,Kasongo,projected,1/1/2023,6/30/2023,all,766554,1
4/1/2023,COD,109569000,Maniema,Kasongo,projected,1/1/2023,6/30/2023,3+,191637,0.25
4/1/2023,COD,109569000,Maniema,Kasongo,projected,1/1/2023,6/30/2023,1,191638,0.25
4/1/2023,COD,109569000,Maniema,Kasongo,projected,1/1/2023,6/30/2023,2,383277,0.5
4/1/2023,COD,109569000,Maniema,Kasongo,projected,1/1/2023,6/30/2023,3,153310,0.2
4/1/2023,COD,109569000,Maniema,Kasongo,projected,1/1/2023,6/30/2023,4,38327,0.05
4/1/2023,COD,109569000,Maniema,Kasongo,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Maniema,Kibombo,projected,1/1/2023,6/30/2023,all,238019,1
4/1/2023,COD,109569000,Maniema,Kibombo,projected,1/1/2023,6/30/2023,3+,59503,0.25
4/1/2023,COD,109569000,Maniema,Kibombo,projected,1/1/2023,6/30/2023,1,47603,0.2
4/1/2023,COD,109569000,Maniema,Kibombo,projected,1/1/2023,6/30/2023,2,130910,0.55
4/1/2023,COD,109569000,Maniema,Kibombo,projected,1/1/2023,6/30/2023,3,47603,0.2
4/1/2023,COD,109569000,Maniema,Kibombo,projected,1/1/2023,6/30/2023,4,11900,0.05
4/1/2023,COD,109569000,Maniema,Kibombo,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Maniema,Kindu,projected,1/1/2023,6/30/2023,all,329044,1
4/1/2023,COD,109569000,Maniema,Kindu,projected,1/1/2023,6/30/2023,3+,49356,0.15
4/1/2023,COD,109569000,Maniema,Kindu,projected,1/1/2023,6/30/2023,1,98713,0.3
4/1/2023,COD,109569000,Maniema,Kindu,projected,1/1/2023,6/30/2023,2,180974,0.55
4/1/2023,COD,109569000,Maniema,Kindu,projected,1/1/2023,6/30/2023,3,49356,0.15
4/1/2023,COD,109569000,Maniema,Kindu,projected,1/1/2023,6/30/2023,4,0,0
4/1/2023,COD,109569000,Maniema,Kindu,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Maniema,Lubutu,projected,1/1/2023,6/30/2023,all,252769,1
4/1/2023,COD,109569000,Maniema,Lubutu,projected,1/1/2023,6/30/2023,3+,88468,0.35
4/1/2023,COD,109569000,Maniema,Lubutu,projected,1/1/2023,6/30/2023,1,50553,0.2
4/1/2023,COD,109569000,Maniema,Lubutu,projected,1/1/2023,6/30/2023,2,113746,0.45
4/1/2023,COD,109569000,Maniema,Lubutu,projected,1/1/2023,6/30/2023,3,63192,0.25
4/1/2023,COD,109569000,Maniema,Lubutu,projected,1/1/2023,6/30/2023,4,25276,0.1
4/1/2023,COD,109569000,Maniema,Lubutu,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Maniema,Pangi,projected,1/1/2023,6/30/2023,all,472630,1
4/1/2023,COD,109569000,Maniema,Pangi,projected,1/1/2023,6/30/2023,3+,118157,0.25
4/1/2023,COD,109569000,Maniema,Pangi,projected,1/1/2023,6/30/2023,1,94526,0.2
4/1/2023,COD,109569000,Maniema,Pangi,projected,1/1/2023,6/30/2023,2,259946,0.55
4/1/2023,COD,109569000,Maniema,Pangi,projected,1/1/2023,6/30/2023,3,94526,0.2
4/1/2023,COD,109569000,Maniema,Pangi,projected,1/1/2023,6/30/2023,4,23631,0.05
4/1/2023,COD,109569000,Maniema,Pangi,projected,1/1/2023,6/30/2023,5,0,0
4/1/2023,COD,109569000,Maniema,Punia,projected,1/1/2023,6/30/2023,all,215441,1
4/1/2023,COD,109569000,Maniema,Punia,projected,1/1/2023,6/30/2023,3+,64632,0.3
4/1/2023,COD,109569000,Maniema,Punia,projected,1/1/2023,6/30/2023,1,43088,0.2
4/1/2023,COD,109569000,Maniema,Punia,projected,1/1/2023,6/30/2023,2,107720,0.5
4/1/2023,COD,109569000,Maniema,Punia,projected,1/1/2023,6/30/2023,3,53860,0.25
4/1/2023,COD,109569000,Maniema,Punia,projected,1/1/2023,6/30/2023,4,10772,0.05
4/1/2023,COD,109569000,Maniema,Punia,projected,1/1/2023,6/30/2023,5,0,0
7/1/2022,COD,109569000,Ituri,Aru,current,7/1/2022,12/31/2022,all,778580,1
7/1/2022,COD,109569000,Ituri,Aru,current,7/1/2022,12/31/2022,3+,116787,0.15
7/1/2022,COD,109569000,Ituri,Aru,current,7/1/2022,12/31/2022,1,272503,0.35
7/1/2022,COD,109569000,Ituri,Aru,current,7/1/2022,12/31/2022,2,389290,0.5
7/1/2022,COD,109569000,Ituri,Aru,current,7/1/2022,12/31/2022,3,77858,0.1
7/1/2022,COD,109569000,Ituri,Aru,current,7/1/2022,12/31/2022,4,38929,0.05
7/1/2022,COD,109569000,Ituri,Aru,current,7/1/2022,12/31/2022,5,0,0
7/1/2022,COD,109569000,Ituri,Aru,projected,1/1/2023,6/30/2023,all,778580,1
7/1/2022,COD,109569000,Ituri,Aru,projected,1/1/2023,6/30/2023,3+,116787,0.15
7/1/2022,COD,109569000,Ituri,Aru,projected,1/1/2023,6/30/2023,1,272503,0.35
7/1/2022,COD,109569000,Ituri,Aru,projected,1/1/2023,6/30/2023,2,389290,0.5
7/1/2022,COD,109569000,Ituri,Aru,projected,1/1/2023,6/30/2023,3,77858,0.1
7/1/2022,COD,109569000,Ituri,Aru,projected,1/1/2023,6/30/2023,4,38929,0.05
7/1/2022,COD,109569000,Ituri,Aru,projected,1/1/2023,6/30/2023,5,0,0
7/1/2022,COD,109569000,Ituri,Mahagi,current,7/1/2022,12/31/2022,all,1087689,1
7/1/2022,COD,109569000,Ituri,Mahagi,current,7/1/2022,12/31/2022,3+,380691,0.35
7/1/2022,COD,109569000,Ituri,Mahagi,current,7/1/2022,12/31/2022,1,217538,0.2
7/1/2022,COD,109569000,Ituri,Mahagi,current,7/1/2022,12/31/2022,2,489460,0.45
7/1/2022,COD,109569000,Ituri,Mahagi,current,7/1/2022,12/31/2022,3,326307,0.3
7/1/2022,COD,109569000,Ituri,Mahagi,current,7/1/2022,12/31/2022,4,54384,0.05
7/1/2022,COD,109569000,Ituri,Mahagi,current,7/1/2022,12/31/2022,5,0,0
7/1/2022,COD,109569000,Ituri,Mahagi,projected,1/1/2023,6/30/2023,all,1087689,1
7/1/2022,COD,109569000,Ituri,Mahagi,projected,1/1/2023,6/30/2023,3+,489459,0.45
